timestamp,bench id,lat,lng,column a,column b,column c,column d,column e,column f,column g,column h,column i,column j,column k,column l,column m,column n,column o,column p
080317105550,014682000781772,42.36137000,-71.089638000,944,-0.27,0,0.41,-0.47,0.47,309.76,0.08,-0.08,9.49,64.36,-77.36,11.12,0.01,0.02,-0.00
080317105558,014682000781772,42.36137000,-71.089638000,1000,-0.32,0,0.32,-0.71,0.48,309.79,0.08,-0.12,9.45,64.36,-77.27,11.22,0.01,0.01,-0.00
080317105607,014682000781772,42.36137000,-71.089638000,1031,-0.35,0,0.25,-0.47,0.24,309.70,0.04,-0.08,9.53,64.45,-77.64,11.12,0.01,0.02,-0.00
080317105615,014682000781772,42.36137800,-71.089638000,1233,-0.22,0,0.16,0.00,0.48,309.71,0.08,0.00,9.41,64.09,-77.18,11.33,0.01,0.02,0.00
080317105623,014682000781772,42.36137800,-71.089638000,1247,-0.16,0,0.39,-0.71,0.24,309.76,0.04,-0.12,9.49,64.36,-77.36,11.43,0.01,0.02,-0.00
080317105632,014682000781772,42.36137800,-71.089638000,1432,-0.12,0,0.55,-0.24,0.24,309.72,0.04,-0.04,9.53,64.27,-77.36,11.12,0.01,0.02,-0.00
080317105641,014682000781772,42.36137800,-71.089638000,1676,-0.28,0,0.30,-0.71,0.24,309.75,0.04,-0.12,9.49,64.27,-77.27,11.53,0.01,0.02,-0.00
080317105714,014682000781772,42.36163700,-71.089729000,1464,-0.10,0,0.20,-0.48,0.48,309.81,0.08,-0.08,9.45,64.55,-77.45,11.02,0.01,0.02,0.00
080317105723,014682000781772,42.36153000,-71.089676000,1704,-0.06,0,0.30,-0.24,0.24,309.68,0.04,-0.04,9.49,64.18,-77.36,11.22,0.01,0.02,0.00
080317105732,014682000781772,42.36153000,-71.089676000,1460,-0.01,0,0.29,-0.24,0.71,309.64,0.12,-0.04,9.49,64.09,-77.36,11.12,0.01,0.02,-0.00
080317105739,014682000781772,42.36153000,-71.089676000,1316,-0.07,0,0.37,-0.47,0.24,309.67,0.04,-0.08,9.49,64.09,-77.27,11.22,0.01,0.02,0.00
080317105748,014682000781772,42.36153000,-71.089676000,1334,0.10,0,0.32,-0.48,0.24,309.81,0.04,-0.08,9.41,64.55,-77.45,11.53,0.01,0.02,0.00
080317105757,014682000781772,42.36143500,-71.089546000,1323,0.16,0,0.22,-0.48,0.48,309.52,0.08,-0.08,9.45,63.82,-77.36,11.63,0.01,0.02,-0.00
080317105805,014682000781772,42.36144300,-71.089531000,1274,0.15,0,0.27,-0.48,0.24,309.78,0.04,-0.08,9.41,64.18,-77.09,11.43,0.01,0.02,0.00
080317105813,014682000781772,42.36144300,-71.089531000,1248,0.21,0,0.27,-0.71,0.47,309.68,0.08,-0.12,9.53,64.18,-77.36,11.43,0.01,0.02,0.00
080317105822,014682000781772,42.36144300,-71.089531000,1194,0.20,0,0.50,-0.70,0.47,309.73,0.08,-0.12,9.57,64.36,-77.45,11.73,0.01,0.02,-0.00
080317105830,014682000781772,42.36144300,-71.089531000,1111,0.24,0,0.18,-0.48,0.48,309.85,0.08,-0.08,9.41,64.27,-77.00,11.73,0.01,0.02,0.00
080317105838,014682000781772,42.36144300,-71.089531000,1092,0.20,0,0.36,-0.24,0.71,309.60,0.12,-0.04,9.45,64.00,-77.36,11.33,0.01,0.02,-0.00
080317105847,014682000781772,42.36144300,-71.089531000,1047,0.28,0,0.17,-0.24,0.24,309.65,0.04,-0.04,9.49,64.18,-77.45,11.22,0.01,0.02,0.00
080317105855,014682000781772,42.36144300,-71.089531000,1023,0.17,0,0.32,-0.24,0.48,309.83,0.08,-0.04,9.41,64.45,-77.27,11.84,0.01,0.02,-0.00
080317105903,014682000781772,42.36144300,-71.089531000,1039,0.21,0,0.26,-0.71,0.24,309.80,0.04,-0.12,9.45,64.45,-77.36,11.63,0.01,0.02,-0.00
080317105912,014682000781772,42.36144300,-71.089531000,964,0.28,0,0.31,-0.48,0.48,309.64,0.08,-0.08,9.45,64.09,-77.36,11.53,0.01,0.02,-0.00
080317105912,014682000781772,42.36144300,-71.089531000,964,0.28,0,0.31,-0.48,0.48,309.64,0.08,-0.08,9.45,64.09,-77.36,11.53,0.01,0.02,-0.00
080317105929,014682000781772,42.36144300,-71.089531000,947,0.25,0,0.29,-0.24,0.24,309.80,0.04,-0.04,9.49,64.45,-77.36,11.53,0.01,0.02,-0.00
080317105937,014682000781772,42.36144300,-71.089531000,951,0.14,0,0.21,-0.48,0.71,309.57,0.12,-0.08,9.45,64.00,-77.45,11.33,0.01,0.02,-0.00
080317105945,014682000781772,42.36144300,-71.089531000,936,0.14,0,0.41,-0.48,0.48,309.93,0.08,-0.08,9.41,64.36,-76.91,11.73,0.01,0.02,-0.00
080317105954,014682000781772,42.36144300,-71.089531000,913,0.10,0,0.23,-0.71,0.47,309.79,0.08,-0.12,9.49,64.27,-77.18,11.63,0.01,0.02,0.00
080317110003,014682000781772,42.36144300,-71.089531000,910,-0.07,0,0.27,-0.48,0.72,309.61,0.12,-0.08,9.41,64.09,-77.45,11.33,0.01,0.02,0.00
080317110011,014682000781772,42.36144300,-71.089531000,900,-0.11,0,0.25,-0.71,0.24,309.79,0.04,-0.12,9.45,64.36,-77.27,11.43,0.01,0.02,0.00
080317110019,014682000781772,42.36144300,-71.089531000,887,-0.10,0,0.22,-0.48,0.24,309.69,0.04,-0.08,9.38,64.27,-77.45,11.12,0.01,0.02,0.00
080317110027,014682000781772,42.36144300,-71.089531000,922,-0.15,0,0.28,-0.48,0.48,309.79,0.08,-0.08,9.41,64.27,-77.18,12.04,0.01,0.02,0.00
080317110036,014682000781772,42.36144300,-71.089531000,891,-0.12,0,0.25,-0.47,0.24,309.60,0.04,-0.08,9.49,64.00,-77.36,11.43,0.01,0.01,-0.00
080317110045,014682000781772,42.36144300,-71.089531000,899,-0.24,0,0.34,-0.72,0.48,309.90,0.08,-0.12,9.41,64.55,-77.18,11.53,0.01,0.02,0.00
080317110053,014682000781772,42.36144300,-71.089531000,886,-0.11,0,0.22,-0.24,0.24,309.76,0.04,-0.04,9.53,64.36,-77.36,11.53,0.01,0.02,-0.00
080317110101,014682000781772,42.36144300,-71.089531000,865,-0.07,0,0.24,-0.48,0.72,309.80,0.12,-0.08,9.41,64.45,-77.36,11.53,0.01,0.01,-0.00
080317110109,014682000781772,42.36144300,-71.089531000,882,-0.16,0,0.32,-0.48,0.24,309.75,0.04,-0.08,9.41,64.27,-77.27,11.84,0.01,0.02,-0.00
080317110118,014682000781772,42.36144300,-71.089531000,876,-0.24,0,0.16,-0.47,0.24,309.66,0.04,-0.08,9.53,64.36,-77.64,11.33,0.01,0.02,-0.00
080317110127,014682000781772,42.36144300,-71.089531000,869,-0.26,0,0.38,-0.72,0.48,309.72,0.08,-0.12,9.41,64.27,-77.36,11.43,0.01,0.02,0.00
080317110134,014682000781772,42.36144300,-71.089531000,890,-0.21,0,0.22,-0.47,0.24,309.79,0.04,-0.08,9.49,64.36,-77.27,11.94,0.01,0.01,-0.00
080317110143,014682000781772,42.36144300,-71.089531000,881,-0.25,0,0.32,-0.72,0.24,309.83,0.04,-0.12,9.41,64.36,-77.18,11.63,0.01,0.02,0.00
080317110152,014682000781772,42.36144300,-71.089531000,913,-0.28,0,0.39,-0.71,0.00,309.79,0.00,-0.12,9.45,64.27,-77.18,12.35,0.01,0.02,0.00
080317110230,014682000781772,42.36155700,-71.089767000,855,0.48,0,0.32,-0.48,0.48,309.63,0.08,-0.08,9.41,64.00,-77.27,12.04,0.01,0.02,-0.00
080317110230,014682000781772,42.36155700,-71.089767000,855,0.48,0,0.32,-0.48,0.48,309.63,0.08,-0.08,9.41,64.00,-77.27,12.04,0.01,0.02,-0.00
080317110246,014682000781772,42.36148500,-71.089638000,865,0.34,0,0.21,-0.48,0.48,309.65,0.08,-0.08,9.45,64.18,-77.45,11.73,0.01,0.02,-0.00
080317110255,014682000781772,42.36149200,-71.089638000,907,0.28,0,0.21,-0.71,0.71,309.61,0.12,-0.12,9.45,64.18,-77.55,11.43,0.01,0.02,-0.00
080317110303,014682000781772,42.36149200,-71.089638000,838,0.38,0,0.25,-0.71,0.71,309.64,0.12,-0.12,9.45,64.09,-77.36,11.43,0.01,0.02,-0.00
080317110312,014682000781772,42.36149200,-71.089638000,848,0.47,0,0.32,-0.47,0.47,309.79,0.08,-0.08,9.53,64.27,-77.18,11.53,0.01,0.02,0.00
080317110321,014682000781772,42.36148500,-71.089638000,831,0.38,0,0.23,-0.48,0.24,309.79,0.04,-0.08,9.41,64.27,-77.18,11.43,0.01,0.02,-0.00
080317110328,014682000781772,42.36148500,-71.089638000,842,0.33,0,0.29,-0.71,0.71,309.89,0.12,-0.12,9.49,64.36,-77.00,12.14,0.01,0.01,0.00
080317110337,014682000781772,42.36148500,-71.089638000,848,0.21,0,0.30,-0.47,0.24,309.57,0.04,-0.08,9.49,64.00,-77.45,11.84,0.01,0.02,0.00
080317110346,014682000781772,42.36148500,-71.089638000,792,0.11,0,0.26,-0.48,0.48,309.64,0.08,-0.08,9.38,64.09,-77.36,11.53,0.01,0.02,0.00
080317110353,014682000781772,42.36148500,-71.089638000,881,0.02,0,0.21,-0.47,0.71,309.81,0.12,-0.08,9.49,64.09,-76.91,10.92,0.01,0.01,0.00
080317110402,014682000781772,42.36148500,-71.089638000,943,-0.06,0,0.39,-0.24,0.24,309.77,0.04,-0.04,9.45,64.09,-77.00,12.14,0.01,0.02,-0.00
080317110411,014682000781772,42.36148500,-71.089638000,930,0.12,0,0.26,-0.47,0.47,309.80,0.08,-0.08,9.49,64.45,-77.36,11.94,0.01,0.01,-0.00
080317110419,014682000781772,42.36148500,-71.089638000,945,0.02,0,0.23,-0.71,0.95,309.79,0.16,-0.12,9.49,64.27,-77.18,11.43,0.01,0.02,-0.00
080317110427,014682000781772,42.36148500,-71.089638000,983,-0.01,0,0.21,-0.72,0.24,309.83,0.04,-0.12,9.38,64.36,-77.18,12.35,0.01,0.02,-0.00
080317110436,014682000781772,42.36148500,-71.089638000,983,-0.08,0,0.21,-0.48,0.24,309.79,0.04,-0.08,9.45,64.36,-77.27,11.53,0.01,0.01,-0.00
080317110444,014682000781772,42.36148500,-71.089638000,979,-0.11,0,0.32,-0.47,0.47,309.53,0.08,-0.08,9.49,63.91,-77.45,11.84,0.01,0.02,-0.00
080317110453,014682000781772,42.36148500,-71.089638000,975,-0.00,0,0.38,-0.47,0.47,309.79,0.08,-0.08,9.49,64.27,-77.18,11.94,0.01,0.02,0.00
080317110501,014682000781772,42.36148500,-71.089638000,963,0.04,0,0.29,-0.47,0.24,309.87,0.04,-0.08,9.49,64.45,-77.18,12.35,0.01,0.02,0.00
080317110509,014682000781772,42.36148500,-71.089638000,946,0.18,0,0.36,-0.47,0.24,309.76,0.04,-0.08,9.53,64.36,-77.36,11.12,0.01,0.02,-0.00
080317110518,014682000781772,42.36148500,-71.089638000,939,0.11,0,0.34,-0.48,0.48,309.76,0.08,-0.08,9.41,64.36,-77.36,12.35,0.01,0.02,-0.00
080317110526,014682000781772,42.36148500,-71.089638000,922,0.20,0,0.27,-0.71,0.24,309.68,0.04,-0.12,9.45,64.18,-77.36,11.84,0.01,0.02,-0.00
080317110535,014682000781772,42.36147300,-71.089622000,899,0.10,0,0.48,-0.95,0.48,309.86,0.08,-0.16,9.45,64.36,-77.09,12.04,0.01,0.02,-0.00
080317110542,014682000781772,42.36147300,-71.089622000,897,0.03,0,0.22,-0.48,0.24,309.79,0.04,-0.08,9.45,64.27,-77.18,12.45,0.01,0.01,-0.00
080317110551,014682000781772,42.36147300,-71.089622000,880,0.82,0,0.18,-0.48,0.24,309.69,0.04,-0.08,9.41,64.36,-77.55,12.76,0.01,0.02,0.00
080317110600,014682000781772,42.36147300,-71.089622000,869,0.77,0,0.36,-0.48,0.24,309.73,0.04,-0.08,9.45,64.36,-77.45,12.35,0.01,0.02,0.00
080317110608,014682000781772,42.36147300,-71.089622000,859,0.81,0,0.21,-0.24,0.47,309.87,0.08,-0.04,9.49,64.45,-77.18,12.65,0.01,0.01,-0.00
080317110616,014682000781772,42.36147300,-71.089622000,897,0.85,0,0.31,-0.71,0.00,309.80,0.00,-0.12,9.49,64.45,-77.36,12.35,0.01,0.02,-0.00
080317110625,014682000781772,42.36147300,-71.089622000,894,0.80,0,0.32,-0.24,0.47,309.83,0.08,-0.04,9.49,64.45,-77.27,12.35,0.01,0.02,0.00
080317110634,014682000781772,42.36147300,-71.089622000,894,0.77,0,0.25,-0.48,0.48,309.85,0.08,-0.08,9.41,64.27,-77.00,12.14,0.01,0.02,-0.00
080317110641,014682000781772,42.36147300,-71.089622000,888,0.78,0,0.34,-0.24,0.47,309.76,0.08,-0.04,9.49,64.36,-77.36,12.14,0.01,0.02,-0.00
080317110650,014682000781772,42.36147300,-71.089622000,871,0.88,0,0.34,-0.47,0.71,309.87,0.12,-0.08,9.49,64.55,-77.27,12.55,0.01,0.02,0.00
080317110659,014682000781772,42.36148500,-71.089622000,877,0.74,0,0.45,-0.47,0.47,309.79,0.08,-0.08,9.49,64.27,-77.18,12.55,0.01,0.02,-0.00
080317110738,014682000781772,42.36169400,-71.089729000,864,0.10,0,0.29,-0.48,0.24,309.92,0.04,-0.08,9.45,64.73,-77.36,12.45,0.01,0.02,0.00
080317110746,014682000781772,42.36153000,-71.089676000,851,0.15,0,0.29,-0.24,0.47,309.79,0.08,-0.04,9.49,64.36,-77.27,12.86,0.01,0.02,-0.00
080317110754,014682000781772,42.36149200,-71.089645000,841,0.07,0,0.30,-0.71,0.71,309.94,0.12,-0.12,9.45,64.55,-77.09,12.35,0.01,0.02,0.00
080317110803,014682000781772,42.36149200,-71.089638000,838,0.00,0,0.19,-0.47,0.24,309.98,0.04,-0.08,9.49,64.64,-77.09,12.55,0.01,0.01,-0.00
080317110803,014682000781772,42.36149200,-71.089638000,838,0.00,0,0.19,-0.47,0.24,309.98,0.04,-0.08,9.49,64.64,-77.09,12.55,0.01,0.01,-0.00
080317110819,014682000781772,42.36149200,-71.089638000,824,0.03,0,0.31,-0.47,0.47,309.90,0.08,-0.08,9.53,64.55,-77.18,12.76,0.01,0.02,0.00
080317110828,014682000781772,42.36149200,-71.089638000,809,-0.08,0,0.40,-0.24,0.47,310.02,0.08,-0.04,9.49,64.73,-77.09,12.86,0.01,0.01,-0.00
080317110836,014682000781772,42.36149200,-71.089638000,809,-0.12,0,0.22,-0.71,0.24,310.08,0.04,-0.12,9.49,64.64,-76.82,12.55,0.01,0.02,0.00
080317110845,014682000781772,42.36149200,-71.089638000,803,-0.11,0,0.17,-0.47,0.24,310.09,0.04,-0.08,9.49,64.82,-77.00,12.65,0.01,0.02,-0.00
080317110853,014682000781772,42.36149200,-71.089638000,807,-0.04,0,0.17,-0.24,0.47,310.01,0.08,-0.04,9.49,64.64,-77.00,12.45,0.01,0.01,-0.00
080317110901,014682000781772,42.36149200,-71.089638000,811,-0.14,0,0.33,-0.47,0.24,309.98,0.04,-0.08,9.49,64.64,-77.09,12.86,0.01,0.02,0.00
080317110910,014682000781772,42.36149200,-71.089638000,815,-0.16,0,0.34,-0.47,0.24,310.06,0.04,-0.08,9.49,64.91,-77.18,13.06,0.01,0.02,-0.00
080317110919,014682000781772,42.36149200,-71.089638000,809,-0.15,0,0.33,-0.48,0.24,310.01,0.04,-0.08,9.38,64.64,-77.00,12.96,0.01,0.02,-0.00
080317110927,014682000781772,42.36149200,-71.089638000,802,-0.18,0,0.21,-0.71,0.24,310.09,0.04,-0.12,9.49,64.82,-77.00,13.16,0.01,0.02,-0.00
080317110936,014682000781772,42.36149200,-71.089638000,809,-0.21,0,0.18,-0.72,0.72,310.04,0.12,-0.12,9.34,64.64,-76.91,13.06,0.01,0.02,-0.00
080317110943,014682000781772,42.36149200,-71.089638000,813,-0.24,0,0.18,-0.71,0.24,309.90,0.04,-0.12,9.49,64.55,-77.18,12.76,0.01,0.02,-0.00
080317110952,014682000781772,42.36149200,-71.089638000,813,-0.32,0,0.27,-0.24,0.48,309.90,0.08,-0.04,9.45,64.45,-77.09,11.94,0.01,0.02,-0.00
080317111000,014682000781772,42.36149200,-71.089638000,813,-0.07,0,0.22,-0.95,0.24,309.98,0.04,-0.16,9.45,64.64,-77.09,12.65,0.01,0.02,-0.00
080317111008,014682000781772,42.36149200,-71.089638000,798,-0.15,0,0.33,-0.95,0.71,310.05,0.12,-0.16,9.45,64.73,-77.00,12.86,0.01,0.02,0.00
080317111017,014682000781772,42.36149200,-71.089638000,792,-0.13,0,0.19,-0.71,0.24,310.08,0.04,-0.12,9.45,64.73,-76.91,12.55,0.01,0.02,0.00
080317111026,014682000781772,42.36149200,-71.089638000,802,-0.22,0,0.29,-0.47,0.47,310.19,0.08,-0.08,9.53,64.82,-76.73,12.35,0.01,0.02,-0.00
080317111034,014682000781772,42.36149200,-71.089638000,796,-0.25,0,0.28,-0.24,0.47,309.95,0.08,-0.04,9.49,64.73,-77.27,12.35,0.01,0.02,-0.00
080317111042,014682000781772,42.36149200,-71.089638000,802,-0.26,0,0.25,-0.24,0.24,310.01,0.04,-0.04,9.45,64.64,-77.00,12.24,0.01,0.02,-0.00
080317111050,014682000781772,42.36149200,-71.089638000,821,-0.25,0,0.33,-0.24,0.47,310.20,0.08,-0.04,9.49,64.91,-76.82,12.65,0.01,0.02,0.00
080317111059,014682000781772,42.36149200,-71.089638000,858,-0.27,0,0.25,-0.95,0.48,310.01,0.08,-0.16,9.45,64.64,-77.00,12.96,0.01,0.02,-0.00
080317111108,014682000781772,42.36149200,-71.089638000,789,-0.17,0,0.21,-0.47,0.71,310.02,0.12,-0.08,9.53,64.82,-77.18,13.16,0.01,0.01,0.00
080317111115,014682000781772,42.36149200,-71.089638000,779,-0.11,0,0.34,-0.72,0.48,310.05,0.08,-0.12,9.38,64.73,-77.00,13.06,0.01,0.02,-0.00
080317111124,014682000781772,42.36149200,-71.089638000,768,-0.13,0,0.40,-0.47,0.47,310.13,0.08,-0.08,9.49,64.91,-77.00,12.96,0.01,0.02,0.00
080317111133,014682000781772,42.36149200,-71.089638000,768,-0.15,0,0.20,-0.48,0.48,309.95,0.08,-0.08,9.41,64.73,-77.27,13.37,0.01,0.02,-0.00
080317111140,014682000781772,42.36149200,-71.089638000,772,-0.25,0,0.41,-0.48,0.48,310.09,0.08,-0.08,9.45,64.82,-77.00,13.37,0.01,0.02,0.00
080317111149,014682000781772,42.36149200,-71.089638000,758,-0.25,0,0.21,-0.47,0.71,310.01,0.12,-0.08,9.49,64.64,-77.00,13.27,0.01,0.02,-0.00
080317111158,014682000781772,42.36149200,-71.089638000,751,-0.21,0,0.22,-0.24,0.47,310.01,0.08,-0.04,9.49,64.64,-77.00,12.96,0.01,0.02,-0.00
080317111205,014682000781772,42.36149200,-71.089638000,762,-0.26,0,0.34,-0.71,0.71,310.05,0.12,-0.12,9.49,64.73,-77.00,13.27,0.01,0.02,-0.00
080317111214,014682000781772,42.36149200,-71.089638000,762,-0.27,0,0.26,-0.48,0.00,309.91,0.00,-0.08,9.45,64.64,-77.27,13.27,0.01,0.02,-0.00
080317111223,014682000781772,42.36149200,-71.089638000,951,-0.24,0,0.22,0.00,0.47,310.17,0.08,0.00,9.49,65.00,-77.00,13.37,0.01,0.02,-0.00
080317111232,014682000781772,42.36149200,-71.089638000,772,-0.30,0,0.12,-0.71,0.24,310.06,0.04,-0.12,9.45,64.82,-77.09,12.86,0.01,0.02,0.00
080317111239,014682000781772,42.36149200,-71.089638000,755,-0.24,0,0.30,-0.24,0.24,310.05,0.04,-0.04,9.41,64.73,-77.00,13.27,0.01,0.02,-0.00
080317111248,014682000781772,42.36149200,-71.089638000,759,-0.28,0,0.22,-0.72,0.48,310.02,0.08,-0.12,9.41,64.73,-77.09,13.16,0.01,0.02,-0.00
080317111257,014682000781772,42.36149200,-71.089638000,753,-0.32,0,0.26,-0.71,0.24,310.12,0.04,-0.12,9.49,64.82,-76.91,13.37,0.01,0.02,-0.00
080317111305,014682000781772,42.36149200,-71.089638000,777,-0.35,0,0.20,-0.24,0.48,310.16,0.08,-0.04,9.45,64.91,-76.91,12.96,0.01,0.02,-0.00
080317111314,014682000781772,42.36149200,-71.089638000,791,-0.35,0,0.31,-0.47,0.47,310.05,0.08,-0.08,9.49,64.73,-77.00,13.27,0.01,0.02,-0.00
080317111321,014682000781772,42.36149200,-71.089638000,832,-0.23,0,0.25,-0.48,0.48,310.09,0.08,-0.08,9.41,64.82,-77.00,13.37,0.01,0.02,0.00
080317111330,014682000781772,42.36149200,-71.089638000,863,-0.20,0,0.35,-0.48,0.71,310.03,0.12,-0.08,9.45,64.91,-77.27,13.47,0.01,0.02,-0.00
080317111339,014682000781772,42.36149200,-71.089638000,797,-0.25,0,0.28,-0.24,0.24,310.08,0.04,-0.04,9.41,64.73,-76.91,13.16,0.01,0.02,0.00
080317111346,014682000781772,42.36149200,-71.089638000,804,-0.26,0,0.33,-0.71,0.48,310.02,0.08,-0.12,9.45,64.82,-77.18,12.96,0.01,0.02,0.00
080317111355,014682000781772,42.36149200,-71.089638000,806,-0.19,0,0.31,-0.48,0.00,309.99,0.00,-0.08,9.41,64.36,-76.73,13.06,0.01,0.02,0.00
080317111403,014682000781772,42.36149200,-71.089638000,821,-0.08,0,0.22,-0.48,0.24,310.16,0.04,-0.08,9.41,64.82,-76.82,12.96,0.01,0.02,-0.00
080317111412,014682000781772,42.36149200,-71.089638000,739,-0.10,0,0.33,-0.24,0.24,310.02,0.04,-0.04,9.45,64.73,-77.09,12.96,0.01,0.02,-0.00
080317111420,014682000781772,42.36150000,-71.089638000,779,-0.18,0,0.22,-0.72,0.72,310.04,0.12,-0.12,9.41,64.64,-76.91,13.16,0.01,0.01,0.00
080317111429,014682000781772,42.36150000,-71.089638000,768,-0.18,0,0.37,-0.48,0.24,310.16,0.04,-0.08,9.41,64.91,-76.91,13.16,0.01,0.02,0.00
080317111437,014682000781772,42.36149200,-71.089638000,817,-0.22,0,0.29,-0.24,0.47,310.18,0.08,-0.04,9.49,65.09,-77.09,13.27,0.01,0.02,0.00
080317111445,014682000781772,42.36149200,-71.089638000,789,-0.24,0,0.21,-0.48,0.24,310.16,0.04,-0.08,9.45,64.91,-76.91,13.37,0.01,0.02,-0.00
080317111454,014682000781772,42.36150000,-71.089638000,789,-0.14,0,0.19,-0.71,0.24,310.16,0.04,-0.12,9.45,64.91,-76.91,13.78,0.01,0.02,-0.00
080317111503,014682000781772,42.36150000,-71.089638000,813,-0.16,0,0.22,-0.24,0.48,310.10,0.08,-0.04,9.38,64.91,-77.09,13.57,0.01,0.02,0.00
080317111510,014682000781772,42.36150000,-71.089638000,789,-0.19,0,0.25,-0.48,0.48,310.10,0.08,-0.08,9.34,64.91,-77.09,13.37,0.01,0.02,-0.00
080317111519,014682000781772,42.36150700,-71.089638000,810,-0.27,0,0.28,-0.24,0.71,310.01,0.12,-0.04,9.45,64.64,-77.00,13.37,0.01,0.01,-0.00
080317111528,014682000781772,42.36150000,-71.089638000,804,-0.24,0,0.19,-0.95,0.24,310.19,0.04,-0.16,9.45,64.82,-76.73,13.06,0.01,0.02,0.00
080317111535,014682000781772,42.36150000,-71.089638000,763,-0.24,0,0.33,-0.71,0.71,310.12,0.12,-0.12,9.45,64.82,-76.91,13.98,0.01,0.02,-0.00
080317111544,014682000781772,42.36150700,-71.089638000,32,18.19,0,0.48,-1.19,0.71,310.22,0.12,-0.20,9.45,61.82,-73.09,15.92,0.00,0.01,0.00
080317111553,014682000781772,42.36150700,-71.089638000,21,22.05,0,0.46,-1.43,0.71,310.17,0.12,-0.24,9.45,61.00,-72.27,16.53,0.00,0.02,-0.00
080317111601,014682000781772,42.36150700,-71.089638000,22,16.44,0,0.12,-2.89,0.48,310.21,0.08,-0.47,9.34,61.09,-72.27,15.41,-0.01,0.01,-0.00
080317111609,014682000781772,42.36150700,-71.089638000,16,17.11,0,0.26,-2.15,0.48,310.46,0.08,-0.35,9.41,61.64,-72.27,16.12,0.02,0.02,-0.00
080317111618,014682000781772,42.36150700,-71.089638000,21,15.24,0,0.29,-1.44,0.24,310.47,0.04,-0.24,9.34,60.73,-71.18,15.92,0.01,0.02,-0.00
080317111626,014682000781772,42.36150700,-71.089638000,17,15.51,0,0.32,-2.37,0.47,310.31,0.08,-0.39,9.49,60.45,-71.27,16.02,0.00,0.02,0.00
080317111635,014682000781772,42.36150700,-71.089638000,765,8.69,0,0.26,-1.19,0.72,310.10,0.12,-0.20,9.41,61.55,-73.09,16.02,0.01,0.02,-0.00
080317111643,014682000781772,42.36150700,-71.089638000,760,9.10,0,0.32,-0.95,0.71,310.15,0.12,-0.16,9.45,61.82,-73.27,16.63,0.01,0.02,0.00
080317111651,014682000781772,42.36150700,-71.089638000,760,8.95,0,0.21,-0.95,0.24,310.16,0.04,-0.16,9.45,61.91,-73.36,16.33,0.01,0.02,-0.00
080317111700,014682000781772,42.36150700,-71.089638000,758,8.98,0,0.19,-1.19,0.72,0.00,0.12,-0.20,9.41,0.00,0.00,0.00,0.01,0.02,0.00
080317111700,014682000781772,42.36150700,-71.089638000,758,8.98,0,0.19,-1.19,0.72,0.00,0.12,-0.20,9.41,0.00,0.00,0.00,0.01,0.02,0.00
080317111716,014682000781772,42.36150700,-71.089645000,756,8.94,0,0.43,-0.71,0.47,310.24,0.08,-0.12,9.49,62.00,-73.27,16.22,0.01,0.02,-0.00
080317111725,014682000781772,42.36150700,-71.089645000,760,8.90,0,0.34,-0.95,0.48,310.15,0.08,-0.16,9.45,61.82,-73.27,16.22,0.01,0.02,0.00
080317111733,014682000781772,42.36150700,-71.089645000,753,8.91,0,0.23,-1.19,0.72,310.31,0.12,-0.20,9.41,62.09,-73.18,16.94,0.01,0.02,0.00
080317111741,014682000781772,42.36150700,-71.089645000,747,8.81,0,0.35,-1.18,0.47,310.15,0.08,-0.20,9.49,61.82,-73.27,16.84,0.01,0.02,0.00
080317111750,014682000781772,42.36151500,-71.089645000,752,8.64,0,0.30,-1.19,0.71,310.01,0.12,-0.20,9.45,61.73,-73.55,16.63,0.01,0.02,-0.00
080317111759,014682000781772,42.36151500,-71.089645000,742,8.64,0,0.37,-1.43,0.48,310.23,0.08,-0.24,9.41,61.91,-73.18,16.33,0.01,0.02,0.00
080317111806,014682000781772,42.36151500,-71.089645000,746,8.46,0,0.26,-1.20,0.24,310.19,0.04,-0.20,9.34,61.91,-73.27,16.43,0.01,0.02,0.00
080317111815,014682000781772,42.36151500,-71.089645000,734,8.37,0,0.35,-1.43,0.48,310.15,0.08,-0.24,9.45,61.82,-73.27,16.33,0.01,0.01,0.00
080317111824,014682000781772,42.36151500,-71.089645000,742,8.29,0,0.24,-0.95,0.24,309.93,0.04,-0.16,9.49,61.64,-73.64,16.43,0.01,0.02,-0.00
080317111832,014682000781772,42.36151500,-71.089645000,742,8.28,0,0.34,-0.94,0.23,310.17,0.04,-0.16,9.57,62.00,-73.45,16.33,0.01,0.02,-0.00
080317111910,014682000781772,42.36125600,-71.089775000,763,-0.03,0,0.31,-1.19,0.72,310.19,0.12,-0.20,9.41,61.91,-73.27,16.94,0.01,0.02,-0.00
080317111919,014682000781772,42.36110700,-71.089638000,753,-0.06,0,0.22,-1.66,0.71,310.36,0.12,-0.27,9.45,62.27,-73.27,17.14,0.01,0.02,-0.00
080317111927,014682000781772,42.36110700,-71.089638000,753,-0.01,0,0.23,-1.19,0.48,310.21,0.08,-0.20,9.41,62.09,-73.45,16.53,0.01,0.02,-0.00
080317111935,014682000781772,42.36110700,-71.089638000,746,-0.01,0,0.26,-0.95,0.24,310.28,0.04,-0.16,9.49,62.18,-73.36,16.22,0.01,0.02,0.00
